Name,Type,Classification,Res_Inf,Prerequisites,Subtitle,Quantity,Source,Rules Text,Flavour Text,Notes,Aliases
Doctor Sucaban,<:JolNarFlag:799976866643050506> Universities of Jol-Nar,Agent,,,"Head of Medical ""R&D""",,Prophecy of Kings,"**When a player spends resources to research:**|You may exahust this card to allow that player to remove any number of their infantry from the game board. For each unit removed, reduce the resources spent by 1.","After the Sidori Quarantine Breach forced the Hacan fleet to isolate and destroy Mishka Orbital, the Emirates demanded Doctor Sucaban be turned over to them for justice. Instead the Universities had the brilliant researcher 'die' in an aircar accident and installed him as a program director at their top-secret ""Black Trench"" facility.",,"jol-nar agent, jolnar agent, jol nar agent"
Ta Zern,<:JolNarFlag:799976866643050506> Universities of Jol-Nar,Commander,,,Deepwrought Visionary,,Prophecy of Kings,*Unlock: Own 8 technologies.*||**After you roll dice for a unit ability:**|You may reroll any of those dice.,"The creator of the Deepwrought Archives is famous for breaking the stranglehold the fractious universities had on the information, and making knowledge available to all Hylar on Jol and Nar.",,"jol-nar commander, jolnar commander, jol nar commander"
"Rin, the Master's Legacy",<:JolNarFlag:799976866643050506> Universities of Jol-Nar,Hero,,,Perfected Being,,Prophecy of Kings,"*Unlock: Have 3 scored objectives.*||__**Genetic Memory**__|***Brilliance of the Hylar***|Action: For each non-unit upgrade technology you own, you may replace that technology with any technology of the same color from the deck.|Then, purge this card.","The young Hylar's gills glared as swirling blackness filled her eyes. ""Headmaster,"" she gapsed. ""I remember...I remember it all.""",,"jol-nar hero, jolnar hero, jol nar hero, genetic memory, brilliance of the hylar"
The Stillness of Stars,<:KebabFlag:799976538744291339> Vuil'raith Cabal,Agent,,,Oppressive Silence,,Prophecy of Kings,**After another player replenishes commodities:**|You may exhaust this card to convert their commodities to trade goods and capture 1 unit from their reinforcements that has a cost equal to or lower than their commodity value.,"Three times, the freetrade ship had flown to the heart of the asteroid field in response to the summons. Each time, they brought stasis pods of unsuspecting colonists, and left them drifting next to the planetoid where they picked up their bundled ingots of precious metals. The fourth time, the freetrader ship did not return.",,"cabal agent, vuil'raith agent, vuilraith agent"
That Which Molds Flesh,<:KebabFlag:799976538744291339> Vuil'raith Cabal,Commander,,,Grisly Abomination,,Prophecy of Kings,*Unlock: Have units in 3 gravity rifts.*||**When you produce fighter or infantry units:**|Up to 2 of those units do not count against your Production limit.,The cruiser Formidable was thought lost when it fell into the gravity rift during the battle. The rest of the fleet was shocked when the Formidable drifted free a week later; and horrified when they discovered what happened to her crew.,,"cabal commander, vuil'raith commander, vuilraith commander"
It Feeds on Carrion,<:KebabFlag:799976538744291339> Vuil'raith Cabal,Hero,,,Twisted Horror,,Prophecy of Kings,"*Unlock: Have 3 scored objectives.*||__**Dimensional Anchor**__|***Event Horizon***|Action: Each other player rolls a die for each of his non-fighter ships that are in or adjacent to a system that contains a dimensional tear; on a 1-3, capture that unit. If this causes a player's ground forces or fighter to be removed, also capture those units.|Then, purge this card.",The Vuil'raith had glutted themselves on a score of unfortunate worlds. Now it would return the consumed to an unprepared and unsuspecting galaxy.,,"cabal hero, vuil'raith hero, vuilraith hero, dimensional anchor, event horizon"
Berekar Berekon,<:WinnuFlag:799978013756358707> Winnu,Agent,,,Arbiter of Divine Right,,Prophecy of Kings,**When 1 or more of a player's units use Production:**|You may exhaust this card to reduce the combined cost of the produced units by 2.,"Berekon strode down the corridor, imperiously ignoring the nervous yard-master at his side. ""But Arbiter,"" the yard-master yelped. ""There's no way I can meet these new quotes."" Berekon spared him a withering glance. ""You're mistaken. The Emperor has decreed it. That means there is no way that you will not.""",,winnu agent
Rickar Rickani,<:WinnuFlag:799978013756358707> Winnu,Commander,,,The Hand of the Emperor,,Prophecy of Kings,"*Unlock: Control Mecatol Rex or enter into a combat in the Mecatol Rex system.*||**During combat:**|Apply +2 to the result of each of your unit's combat rolls in the Mecatol Rex system, your home system, and each system that contains a legendary planet.","""Admiral Rickani. For your victories in battle, your Emperor commands you to take your fleet to Mecatol Rex, and reclaim it for the Throne. Fail this charge at your peril.""",,winnu commander
Mathis Mathinus,<:WinnuFlag:799978013756358707> Winnu,Hero,,,Reclamation Executor,,Prophecy of Kings,"*Unlock: Have 3 scored objectives.*||__**Imperial Seal**__|***Sins of the Father***|Action: Perform the primary ability of any strategy card. Then, choose any number of other players. Those players may perform the secondary ability of that strategy card.|Then, purge this card.","""You cannot enter,"" the Custodian shouted, struggling against the Winnu soldiers' grips. ""It is forbidden!"" Mathinus paused before the doorway to the hidden vault. ""We are the children of the Lazax. Nothing of theirs is forbidden to us.""",,"winnu hero, imperial seal, sins of the father"
Ggrocuto Rinn,<:XxchaFlag:799978104940003328> Xxcha Kingdom,Agent,,,The King's Shield,,Prophecy of Kings,"Action: Exhaust this card to ready any planet; if that planet is in a system that is adjacent to a planet you control, you may remove 1 infantry from that planet and return it to its reinforcements.","In most societies, a title like the King's Shield may be awarded to a valiant bodyguard or warrior. The Xxcha gave it to their most accomplished diplomat, for Rinn has saved more lives through his tireless work than an army of soldiers every will.",,xxcha agent
Elder Qanoj,<:XxchaFlag:799978104940003328> Xxcha Kingdom,Commander,,,The Doom from Kklaj,,Prophecy of Kings,*Unlock: Control planets that have a combined total of at least 12 influence.*||Each planet you exhaust to cast votes provides 1 additional vote.|Game effects cannot prevent you from voting on an agenda.,"""The Xxcha have not forgotten the Twilight Wars. Though we may speak softly, you would not be wise to attempt to silence us!""",,xxcha commander
Xxekir Grom,<:XxchaFlag:799978104940003328> Xxcha Kingdom,Hero,,,The Council's Heart,,Prophecy of Kings,"*Unlock: Have 3 scored objectives.*||__**Political Data Nexus**__|***Voice of the Council***|Action: You may discard 1 law from play. Look at the top 5 cards of the agenda deck. Choose 2 to reveal, and resolve each as if you had cast 1 vote for an outcome of your choice; discard the rest. Other players cannot resolve abilities during this action.|Then, purge this card.","When the motion of annexation failed in the Galactic Council, nobody was surprised. Grom had personally guaranteed the measure's defeat, and it turned out everyone owed the Xxcha a favor.",,"xxcha hero, political data nexus, voice of the council"
Xxekir Grom Omega,<:XxchaFlag:799978104940003328> Xxcha Kingdom,Hero,,,The Council's Heart,,Codex 3: Vigil,"*Unlock: Have 3 scored objectives.*||__**Political Data Nexus Omega**__|***Voice of the Council***|When you exhaust planets, combine the values of their resources and influence. Treat the combined value as if it were both resources and influence.","When the motion of annexation failed in the Galactic Council, nobody was surprised. Grom had personally guaranteed the measure's defeat, and it turned out everyone owed the Xxcha a favor.",,"xxcha hero omega, political data nexus omega, voice of the council omega, omega xxcha hero"
Brother Milor,<:YinFlag:799978188410322967> Yin Brotherhood,Agent,,,Purifed by Fire,,Prophecy of Kings,"**After a player's destroyer or cruiser is destroyed:**|You may exhaust this card; if you do, that player may place up to 2 fighters from their reinforcements in that unit's system.","""Brother,"" the Admiral said. ""Our ships are breaking up. If we retreat now..."" Milor glared at him. ""No! Have them launch the remaining fighters and board the enemy in lifepods. In Darien's name, we fight to the last!""",,yin agent
Brother Milor Omega,<:YinFlag:799978188410322967> Yin Brotherhood,Agent,,,Purifed by Fire,,Codex 3: Vigil,"**After a player's unit is destroyed:**|You may exhaust this card to allow that player to place 2 fighters in the destroyed unit's system if it was a ship, or 2 infantry if it was a ground force.","""Brothers..."" Milor said, openly weeping as he watched the ships break apart in the sky above. ""They must not be forgotten! In Darien's name, we fight to the last!"" The crowd roared in support.",,"yin agent omega, omega yin agent"
Brother Omar,<:YinFlag:799978188410322967> Yin Brotherhood,Commander,,,Spinner Devotee,,Prophecy of Kings,*Unlock: Use your Indoctrination faction ability.*||This card satisfies a green technology prerequisite.|You may produce 1 additional infantry for their cost; these additional units do not count against your Production limit.,It is said that Omar's creation of the genetic spinner loom is the greatest breakthrough for the Brotherhood since Darien's first forbidden research centuries ago.,,yin commander
Brother Omar Omega,<:YinFlag:799978188410322967> Yin Brotherhood,Commander,,,Spinner Devotee,,Codex 3: Vigil,"*Unlock: Use your one of your faction abilities.*||This card satisfies a green technology prerequisite.|When you research a tech owned by another player, you may return 1 of your infantry to reinforcements to ignore its prerequisites.",It is said that Omar's creation of the genetic spinner loom is the greatest breakthrough for the Brotherhood since Darien's first forbidden research centuries ago.,,"yin commander omega, omega yin commander"
"Dannel of the Tenth
",<:YinFlag:799978188410322967> Yin Brotherhood,Hero,,,High Priest of Yin,,Prophecy of Kings,"*Unlock: Have 3 scored objectives.*||__**Spinner Overdrive**__|***Blessing of the Yin***|Action: For each planet that contains any number of your infantry, either ready that planet or place an equal number of infantry from your reinforcements on that planet.|Then, purge this card.","At Dannel's command, they burnt out their spinners, welcoming thousands of new brothers into their ranks in mere weeks. Such is the potential of the Yin.",,"yin hero, spinner overdrive, blessing of the yin"
Dannel of the Tenth Omega,<:YinFlag:799978188410322967> Yin Brotherhood,Hero,,,High Priest of Yin,,Codex 3: Vigil,"*Unlock: Have 3 scored objectives.*||__**Quantum Dissemination Omega**__|***Blessing of the Yin***|Action: Commit up to 3 infantry from your reinforcements to any non-home planets and resolve invasions on those planets; players cannot use Space Cannon against these units.|Then, purge this card.","At Dannel's command, they burnt out their spinners, welcoming thousands of new brothers into their ranks in mere weeks. Such is the potential of the Yin.",,"yin hero omega, quantum dissemination, blessing of the yin, omega yin hero"
Ssruu,<:YssarilFlag:799978263409459200> Yssaril Tribes,Agent,,,"Clever, Clever Ssruu",,Prophecy of Kings,"This card has the text ability of each other player's agent, even if that agent is exhausted.","The black shadow dropped from the skylight and into the bedroom. The sleeping man did not stir as it plucked the communicator from his wrist and activated it. ""This is Governor Singh,"" the figure said in a voice that was not its own. ""On my authority, deactivate the defense grid.""",,yssaril agent
So Ata,<:YssarilFlag:799978263409459200> Yssaril Tribes,Commander,,,Loyal Only to a Point,,Prophecy of Kings,"*Unlock: Have 7 action cards.*||**After another player activates a system that contains your units:**|You may look at that player's action cards, promissory notes, or secret objectives.","As the blockade fleet approached Retillion, the admiral returned to her quarters to find a message chip on her desk. After reading it, her fleet quickly left the system.",,yssaril commander
"Kyver, Blade and Key",<:YssarilFlag:799978263409459200> Yssaril Tribes,Hero,,,Guild Assassin,,Prophecy of Kings,"*Unlock: Have 3 scored objectives.*||__**Guild of Spies**__|***Extortion***|Action: Each other player shows you 1 action card from their hand. For each player, you may either take that card or force that player to discard 3 random action cards from their hand.|Then, purge this card.","""I don't know what's worse,"" Ris waved a tentacle across the report. ""Our agents that the Guild of Spies killed in one night? Or the ones who survived because they were already in the Guild's pocket!""",,"yssaril hero, guild of spies, extortion"
