Name,Type,Classification,Res_Inf,Prerequisites,Subtitle,Quantity,Source,Rules Text,Flavour Text,Notes,Aliases
Garbozia,<:TraitHazardous:859232435321307156>,,<:R2:864278977133019157> <:I1:864278934195798046>,,,98,Thunder's Edge,"**Dok 'N Pic's Salvage Yard**|<:Legendary:859233231635087390> Legendary - Garbozia|You may exhaust this card when you pass to place 1 action card from the discard pile face up on this card; you can purge cards on this card to play them as if they were in your hand.|*""Throw 'er on the 'eap with the rest.""*","Once an Imperial dumping ground, the mixture of mineral and chemical waste on Garbozia has become a resource - and a hazard - of its own.",,
Emelpar,<:TraitCultural:859232305768038420>,,<:R0:864278976553156640> <:I2:864278934249406474>,,,99,Thunder's Edge,"**The Acropolis**|<:Legendary:859233231635087390> Legendary - Emelpar|You may exhaust this card at the end of your turn to ready another component that isn't a strategy card.|*Grandeur unrivaled, yet nothing but grandeur remains.*","The legendary ruins on Emelpar's moons must certainly date to before the Lazax, but no other trace of this vanished civilization remains.",,
Tempesta,<:TraitHazardous:859232435321307156>,,<:R1:864278976524189727> <:I1:864278934195798046>,,,100,Thunder's Edge,**Ionian Fuel Refinery**|<:Legendary:859233231635087390> Legendary - Tempesta|You may exhaust this card after you activate a system to apply +1 to the move value of 1 of your ships during this tactical action.|*The exotic matter of the rings is found nowhere else in the galaxy.*,The frozen halo in Tempesta's sky is a potent fuel for reaction drives. The planet itself is virtually uninhabitable.,,
Olergodt,<:TraitCultural:859232305768038420> <:TraitHazardous:859232435321307156>,<:TechCybernetic:786336610014724127> <:TechWarfare:786336653085376558>,<:R2:864278977133019157> <:I1:864278934195798046>,,,101,Thunder's Edge,,"Olergodt's dozen moons create dramatic and dangerous tides, but also host a bustling mining industry.",,
Andeara,<:TraitIndustrialDisease:859232511925288990>,<:TechPropulsion:786336467832012821>,<:R1:864278976524189727> <:I1:864278934195798046>,,,102,Thunder's Edge,,"Located deep in Shaleri space, the formerly isolated shikrai outpost on Andeara serves as a key access point to those wishing to do business with the Creuss.",,
Vira-Pics III,<:TraitCultural:859232305768038420> <:TraitHazardous:859232435321307156>,,<:R2:864278977133019157> <:I3:864278934786932746>,,,103,Thunder's Edge,,The atmosphere on Vira-Pics III is so dense that no trace of the rugged civilization clinging to life on the planet's surface is visible from orbit.,,
Lesab,<:TraitHazardous:859232435321307156> <:TraitIndustrialDisease:859232511925288990>,,<:R2:864278977133019157> <:I1:864278934195798046>,,,104,Thunder's Edge,,"Lesab is either a resounding success or a dangerous failure of terraforming, with its surface now dominated by a semi-sentient fungus.",,
New Terra,<:TraitIndustrialDisease:859232511925288990>,<:TechBiotic:786336544393920582>,<:R1:864278976524189727> <:I1:864278934195798046>,,,105,Thunder's Edge,,"Explorers were surprised to discover that this apparently lifeless rock has a rich fungal ecosystem in its interior, eating radiation from the planetoid's heavy metal core.",,
Tinnes,<:TraitHazardous:859232435321307156> <:TraitIndustrialDisease:859232511925288990>,<:TechBiotic:786336544393920582>,<:R2:864278977133019157> <:I1:864278934195798046>,,,105,Thunder's Edge,,"""Oceans"" of black sand drift in the lowloands, forcing industry and most of the planet's biome to the frigid highlands.",,
Cresius,<:TraitHazardous:859232435321307156>,,<:R0:864278976553156640> <:I1:864278934195798046>,,,106,Thunder's Edge,,"The techno-anchorites of the Grovian Order forbid mining of their ""sacred planet,"" but the world is so toxic few would try anyway.",,
Lazul Rex,<:TraitIndustrialDisease:859232511925288990> <:TraitCultural:859232305768038420>,,<:R2:864278977133019157> <:I2:864278934249406474>,,,106,Thunder's Edge,,"Once a subsector capital, Lazul Rex has somehow endured the Twilight Wars unscathed with a fully functional government and economy.",,
Hercalor,<:TraitIndustrialDisease:859232511925288990>,,<:R1:864278976524189727> <:I0:864278934032351282>,,,107,Thunder's Edge,,Overfarming devastated Hercalor's biosphere. Now the planet is a haven for rogues and pirates.,,
Tiamat,<:TraitCultural:859232305768038420>,<:TechCybernetic:786336610014724127> <:TechCybernetic:786336610014724127>,<:R1:864278976524189727> <:I2:864278934249406474>,,,107,Thunder's Edge,,"Blessed with both a productive biome and exploitable mineral wealth, Tiamat is peaceful but surprising uninterested in galactic affairs.",,
Capha,<:TraitHazardous:859232435321307156>,,<:R3:864278977321631754> <:R0:864278976553156640>,,,108,Thunder's Edge,,"The green zones maintain a stable atmosphere, but Capha's lack of a magnetosphere means taht its breathable air is swiftly stripped by cosmic wind.",,
Kostboth,<:TraitCultural:859232305768038420>,,<:R0:864278976553156640> <:I1:864278934195798046>,,,108,Thunder's Edge,,"Kostboth is an infant planet, not yet cooled from its formation. A tiny community of poets and scientists lives in orbit, chronicling the planet's first era.",,
Bellatrix,<:TraitCultural:859232305768038420>,,<:R1:864278976524189727> <:I2:864278934249406474>,,,109,Thunder's Edge,,"Once devoted to war, Bellatrix was thorougly demilitarized and now espouses a pacifist philosophy.",,
Tsion Station,None,<:comm:1053857614028607538>,<:R1:864278976524189727> <:I1:864278934195798046>,,,109,Thunder's Edge,,The people of Bellatrix converted Tsion Station into a haven for refuges in order to atone for their past warmongering.,,
El'Nath,<:TraitHazardous:859232435321307156>,,<:R2:864278977133019157> <:I0:864278934032351282>,,,110,Thunder's Edge,,El'nath's local magnetic field is so strong that metallic objects are repelled toward the sky. Specialized tools are required for mining and industrial operations.,,
Horizon,<:TraitCultural:859232305768038420>,,<:R1:864278976524189727> <:I2:864278934249406474>,,,110,Thunder's Edge,,"Horizon's biomes are heavily stratified by elevation, with shallow seas, lowland forests, and arid, rocky highlands. Strong air currents at higher altitudes may be responsible.",,
Luthen VI,<:TraitHazardous:859232435321307156>,,<:R3:864278977321631754> <:I1:864278934195798046>,,,110,Thunder's Edge,,"A mid-sized gas giant with unusually rich gas clouds, Luthien VI's populace live in floating cities in a narrow habitable zone just below the outer layer.",,
Oluz Station,None,<:comm:1053857614028607538>,<:R1:864278976524189727> <:I1:864278934195798046>,,,111,Thunder's Edge,,"Built by the Kieros and refitted by the Hylar, Oluz Station consists primarily of flooded compartments for aquatic species.",,
Tarana,<:TraitIndustrialDisease:859232511925288990> <:TraitCultural:859232305768038420>,,<:R1:864278976524189727> <:I2:864278934249406474>,,,111,Thunder's Edge,,"Visitors are encouraged to wear UV-filtering eye protection at all times, which also color-corrects the vibrant planet to a more neutral palette.",,
Mecatol Rex,None,,<:R1:864278976524189727> <:I6:864278934504996866>,,,112,Thunder's Edge,**The Galactic Council**|<:Legendary:859233231635087390> Legendary - Mecatol Rex|You may exhaust this card and discard 1 secret objective at the end of your turn to draw 1 secret objective.|*Hic fiat opus galaxiae.*,"Once a splendid place, now a sad devastated wasteland. Only the radiation-shielded Mecatol city, the seat of the powerful Galactic Council, remains habitable.",,
Industrex,<:TraitIndustrialDisease:859232511925288990>,<:TechWarfare:786336653085376558>,<:R2:864278977133019157> <:I0:864278934032351282>,,,115,Thunder's Edge,**Aeurex Mechanica**|<:Legendary:859233231635087390> Legendary - Industrex|You may exhaust this card when you pass to place 1 ship that matches a unit upgrade technology you own from your reinforcements into a system that contains your ships.|*The Mechanica have refined their prototyping facilities for generations.*,"With an unusually strong planetary magnetosphere, Industrex also sports an active and quite beautiful atmosphere full of auroras.",,
Lemox,<:TraitIndustrialDisease:859232511925288990>,,<:R0:864278976553156640> <:I3:864278934786932746>,,,116,Thunder's Edge,,"Its twin space elevators are marvels of engineering, but industry on the planet came to a grinding halt when local spacetime collapsed.",,
The Watchtower,None,<:comm:1053857614028607538>,<:R1:864278976524189727> <:I1:864278934195798046>,,,117,Thunder's Edge,,"Sporting methods of construction found nowhere else in the known galaxy, the Watchtower's origin is unknown. Some of its occupants have been standing watch there for countless generations.",,
Ahx Creuxx,<:crimson:1433515401139978250> Crimson Rebellion,,<:R4:864278977355186176> <:I2:864278934249406474>,,,118,Thunder's Edge,,"The mysterious world discovered by the Crimson Rebellion is just as impossible in physical space as its sister planet, Creuss. Initially uninhabited, the world has begun to foster life - of a sort.",,
Cronos,<:firmament:1433650084163223655> Firmament,,<:R2:864278977133019157> <:I1:864278934195798046>,,,96A,Thunder's Edge,,"Althought they spend most of their time working in the deep mines, the people of Cronos revere their beautiful sky. Its dense clouds cannot quite hide the luminous rings that shine every night.",,
Tallin,<:firmament:1433650084163223655> Firmament,,<:R1:864278976524189727> <:I2:864278934249406474>,,,96A,Thunder's Edge,,"Tallin's two oceans never intermix, completely separated by its main continent. They have unique chemical compositions and distinct biospheres.",,
Cronos Hollow,<:obsidian:1433653595307507957> Obsidian,,<:R3:864278977321631754> <:R0:864278976553156640>,,,96B,Thunder's Edge,,"The night sky is a deep black, unbroken by any star. During the day, the clouds are an unvarying gunmetal grey.",,
Tallin Hollow,<:obsidian:1433653595307507957> Obsidian,,<:R3:864278977321631754> <:R0:864278976553156640>,,,96B,Thunder's Edge,,The oceans lie as dead as the hearts of the populace.,,
Custodia Vigilia,<:IceCream:979231952030793828> Council Keleres,,<:R2:864278977133019157> <:I2:864278934249406474>,,,None,Codex 3: Vigil,"**Custodia Vigilia**|<:Legendary:859233231635087390> Legendary - Keleres|While you control Mecatol Rex, it gains _Space Cannon 5_ and _Production 3_.|Gain 2 command tokens when another player gains a victory point using the second clause of ""Imperial.""|*Pax magnifica, bellum gloriosum.*","Custodia Vigilia. The fully realized seat of the Keleres. A veritable fortress in the heart of Mecatol City. Ten thousand people come and go daily, and the Keleres see them all.",Changed in Thunder's Edge,"keleres planet, keleres legendary"
Mirage,<:TraitCultural:859232305768038420>,,<:R1:864278976524189727> <:I2:864278934249406474>,,,None,Prophecy of Kings,"**Mirage Flight Academy**|<:Legendary:859233231635087390> Legendary - Mirage|You may exhaust this card at the end of your turn to place up to 2 fighters from your reinforcements in any system that contains 1 or more of your ships.|*Unsurprisingly, the triple-ace instructors emphasize strike-and-fade tactics and misdirection.*","Exists on no known charts and appears deserted to those who stumble across it. However, secretive locals live in cloaked cities heavily defended by swarms of starfighters.",,
Avernus,<:TraitHazardous:859232435321307156>,,<:R2:864278977133019157> <:I0:864278934032351282>,,,None,Thunder's Edge,**The Nucleus**|<:Legendary:859233231635087390> Legendary - Avernus|**Action:** Exhaust this card to use the Embers of Muaat's _Star Forge_ faction ability without spending a command token.|*Gashlai energy/matter conversion has many uses.*,The first artificial world of this galactic age.,,
Brine Pool,<:deepwrought:1433537768541130773> Deepwrought Scholarate,,<:R1:864278976524189727> <:I1:864278934195798046>,,,None,Thunder's Edge,,Sites with unique oceanic chemistry are of obvious interest to Deepwrought researchers.,,
Coral Reef,<:deepwrought:1433537768541130773> Deepwrought Scholarate,,<:R1:864278976524189727> <:I1:864278934195798046>,,,None,Thunder's Edge,,"Coral-analogues have evolved on many worlds, and their ""reefs"" are always areas of intense biodiversity.",,
Deep Abyss,<:deepwrought:1433537768541130773> Deepwrought Scholarate,,<:R1:864278976524189727> <:I1:864278934195798046>,,,None,Thunder's Edge,,The Abyssal zone features such dramatic pressure that even most Hylar need assistance to survive in the lightless depths.,,
Ice Shelf,<:deepwrought:1433537768541130773> Deepwrought Scholarate,,<:R1:864278976524189727> <:I1:864278934195798046>,,,None,Thunder's Edge,,Drylanders frequently discount the scientific opportunities to be found beneath their own polar ice sheets.,,
Lost Fleet,<:deepwrought:1433537768541130773> Deepwrought Scholarate,,<:R1:864278976524189727> <:I1:864278934195798046>,,,None,Thunder's Edge,,"Although usually badly degraded by water and time, shipwrecks remain fascinating areas of exploration and study, whether those ships sailed sea or stars.",,
Thunder's Edge,None,,<:R5:864278977468170290> <:I1:864278934195798046>,,,None,Thunder's Edge,"**Jupiter Brain**|<:Legendary:859233231635087390> Legendary - Thunder's Edge|Gain your breakthrough when you gain this card if you do not already have it.|You may exhaust this card at the end of your turn to perform an action.|*""Hierarch online. State your request.""*",Lightning arcs between the stone spires of the planet. The constant storms give Thunder's Edge its name.,,
Cocytus,None,<:Relic:859234169862225921>,<:R3:864278977321631754> <:R0:864278976553156640>,,,The Fracture,Thunder's Edge,,"Witness the end of a world, piece by glittering piece.",,
Lethe,None,<:Relic:859234169862225921>,<:R0:864278976553156640> <:I2:864278934249406474>,,,The Fracture,Thunder's Edge,,"A planet riven by disaster, awaiting the final calamitous blow.",,
Phlegathon,None,<:Relic:859234169862225921>,<:R1:864278976524189727> <:I2:864278934249406474>,,,The Fracture,Thunder's Edge,,A ruined planet for a ruined universe.,,
Styx,None,<:Relic:859234169862225921>,<:R4:864278977355186176> <:I0:864278934032351282>,,,The Fracture,Thunder's Edge,"**A Song Like Marrow**|<:Legendary:859233231635087390> Legendary - Styx|When you gain this card, gain 1 victory point.|When you lose this card, lose 1 victory point.|*The last memory of the universe before.*",Where light goes to die.,,
